央视频道,#genre#
HNTV6新闻频道,http://219.156.28.8:9999/udp/225.1.4.56:1085
HNTV7环球购物,http://219.156.28.8:9999/udp/225.1.4.57:1086
HNTV8公共频道,http://219.156.28.8:9999/udp/225.1.4.58:1087
HNTV9乡村频道,http://219.156.28.8:9999/udp/225.1.4.120:1149
HNTV10河南国际,http://219.156.28.8:9999/udp/225.1.4.102:1131
HNTV调解剧场,http://219.156.28.8:9999/udp/225.1.5.49:1359
HNTV功夫,http://219.156.28.8:9999/udp/225.1.4.101:1130
HNTV欢腾购物,http://219.156.28.8:9999/udp/225.1.4.236:1282
HNTV睛彩中原,http://219.156.28.8:9999/udp/225.1.4.163:1203
HNTV文博,http://219.156.28.8:9999/udp/225.1.4.100:1129
HNTV戏曲,http://219.156.28.8:9999/udp/225.1.4.99:1128
HNTV移动电视,http://219.156.28.8:9999/udp/225.1.5.40:1350
HNTV移动戏曲,http://219.156.28.8:9999/udp/225.1.4.206:1254
ZETV郑州教育台,http://219.156.28.8:9999/udp/225.1.4.191:1241
ZZTV1新闻综合,http://219.156.28.8:9999/udp/225.1.4.140:1176
ZZTV1新闻综合,http://219.156.28.8:9999/udp/225.1.4.143:1179
ZZTV2商都频道,http://219.156.28.8:9999/udp/225.1.4.141:1177
ZZTV2商都频道,http://219.156.28.8:9999/udp/225.1.4.144:1180
ZZTV3文体旅游,http://219.156.28.8:9999/udp/225.1.4.142:1178
ZZTV3文体旅游,http://219.156.28.8:9999/udp/225.1.4.145:1181
ZZTV4影视戏曲,http://219.156.28.8:9999/udp/225.1.4.146:1182
ZZTV5妇女儿童,http://219.156.28.8:9999/udp/225.1.4.147:1183
ZZTV6都市生活,http://219.156.28.8:9999/udp/225.1.4.149:1185
中牟综合,http://219.156.28.8:9999/udp/225.1.4.244:1290
新密新闻频道,http://219.156.28.8:9999/udp/225.1.4.239:1285
新郑综合,http://219.156.28.8:9999/udp/225.1.4.243:1289
登封综合,http://219.156.28.8:9999/udp/225.1.4.240:1286
巩义综合,http://219.156.28.8:9999/udp/225.1.5.50:1360
河南IPTV-导视,http://219.156.28.8:9999/udp/225.1.4.194:1244
河南4K测试,http://219.156.28.8:9999/udp/225.1.4.254:1300

少儿动漫,#genre#
北京卡酷少儿,http://219.156.28.8:9999/udp/225.1.4.48:1077
湖南金鹰卡通,http://219.156.28.8:9999/udp/225.1.4.49:1078
广东嘉佳卡通,http://219.156.28.8:9999/udp/225.1.4.92:1121
少儿动画,http://219.156.28.8:9999/udp/225.1.4.189:1238
新动漫,http://219.156.28.8:9999/udp/225.1.4.212:1265
国际频道,#genre#
CCTV4中文国际美洲,http://219.156.28.8:9999/udp/225.1.5.32:1343
CCTV4中文国际欧洲,http://219.156.28.8:9999/udp/225.1.5.31:1342
CGTN中国国际新闻,http://219.156.28.8:9999/udp/225.1.4.16:1045
CGTN英语,http://219.156.28.8:9999/udp/225.1.5.34:1344
CGTN英文记录,http://219.156.28.8:9999/udp/225.1.5.35:1345
CGTN西班牙语,http://219.156.28.8:9999/udp/225.1.5.36:1346
CGTN法语,http://219.156.28.8:9999/udp/225.1.5.37:1347
CGTN阿拉伯语,http://219.156.28.8:9999/udp/225.1.5.38:1348
CGTN俄语,http://219.156.28.8:9999/udp/225.1.5.39:1349
教育文化,#genre#
CHC高清电影,http://219.156.28.8:9999/udp/225.1.4.207:1260
CHC动作电影,http://219.156.28.8:9999/udp/225.1.4.208:1261
CHC家庭影院,http://219.156.28.8:9999/udp/225.1.4.209:1262
CETV1中国教育,http://219.156.28.8:9999/udp/225.1.4.173:1712
CETV2中国教育,http://219.156.28.8:9999/udp/225.1.4.165:1206
CETV4中国教育,http://219.156.28.8:9999/udp/225.1.4.171:1710
爱上4K,http://219.156.28.8:9999/udp/225.1.4.162:1204
山东教育卫视,http://219.156.28.8:9999/udp/225.1.4.164:1205
上海纪实人文,http://219.156.28.8:9999/udp/225.1.4.170:1222
湖南金鹰纪实,http://219.156.28.8:9999/udp/225.1.4.172:1711
湖南先锋乒羽,http://219.156.28.8:9999/udp/225.1.4.210:1263
SARFT广电国学频道,http://219.156.28.8:9999/udp/225.1.4.196:1311
体育赛事,http://219.156.28.8:9999/udp/225.1.4.235:1281
爱体育,http://219.156.28.8:9999/udp/225.1.4.168:1220
爱电影,http://219.156.28.8:9999/udp/225.1.4.6:1035
爱大剧,http://219.156.28.8:9999/udp/225.1.4.8:1037
经典电影,http://219.156.28.8:9999/udp/225.1.4.175:1233
爱生活,http://219.156.28.8:9999/udp/225.1.4.176:1225
好学生,http://219.156.28.8:9999/udp/225.1.4.177:1226
国学,http://219.156.28.8:9999/udp/225.1.4.178:1227
早教,http://219.156.28.8:9999/udp/225.1.4.179:1228
高网,http://219.156.28.8:9999/udp/225.1.4.180:1229
地理,http://219.156.28.8:9999/udp/225.1.4.183:1232
音乐现场,http://219.156.28.8:9999/udp/225.1.4.184:1224
IPTV谍战剧场,http://219.156.28.8:9999/udp/225.1.4.185:1240
IPTV相声小品,http://219.156.28.8:9999/udp/225.1.4.186:1235
IPTV野外,http://219.156.28.8:9999/udp/225.1.4.187:1236
IPTV法治,http://219.156.28.8:9999/udp/225.1.4.188:1237
热播剧场,http://219.156.28.8:9999/udp/225.1.4.190:1239
足球,http://219.156.28.8:9999/udp/225.1.4.200:1250
爱综艺,http://219.156.28.8:9999/udp/225.1.4.204:1252
网络棋牌,http://219.156.28.8:9999/udp/225.1.4.211:1264
爱体育,http://219.156.28.8:9999/udp/225.1.4.5:1034
军事,http://219.156.28.8:9999/udp/225.1.4.181:1230
购物频道,#genre#
收视指南,http://219.156.28.8:9999/udp/225.1.4.50:1079
央广购物,http://219.156.28.8:9999/udp/225.1.4.230:1276
精选,http://219.156.28.8:9999/udp/225.1.4.253:1299
聚鲨环球精选,http://219.156.28.8:9999/udp/225.1.4.229:1275
快乐购,http://219.156.28.8:9999/udp/225.1.4.231:1277
家有购物,http://219.156.28.8:9999/udp/225.1.4.223:1273
健康中原,http://219.156.28.8:9999/udp/225.1.5.48:1358
风尚购物,http://219.156.28.8:9999/udp/225.1.4.233:1279
好享购物,http://219.156.28.8:9999/udp/225.1.4.232:1278
美妆,http://219.156.28.8:9999/udp/225.1.4.182:1231
魅力时尚,http://219.156.28.8:9999/udp/225.1.4.205:1253
